Month,Log_Passengers,Log_Diff,Log_Seasonal_Diff,Log_Diff_Seasonal_Diff
1952-09-01,5.342334251964811,-0.14660347419187492,0.12739849435582506,-0.06823440707636852
1952-10-01,5.25227342804663,-0.09006082391818104,0.16467709281424625,0.037278598458421186
1952-11-01,5.147494476813453,-0.10477895123317715,0.1638878551051164,-0.0007892377091298641
1952-12-01,5.267858159063328,0.12036368224987548,0.15587037070678544,-0.008017484398330943
1953-01-01,5.278114659230517,0.010256500167188598,0.13645110272785743,-0.019419267978928012
1953-02-01,5.278114659230517,0.0,0.0851578083403064,-0.051293294387551036
1953-03-01,5.46383180502561,0.1857171457950928,0.201141616120724,0.11598380778041761
1953-04-01,5.459585514144159,-0.004246290881450676,0.26108848287833375,0.05994686675760974
1953-05-01,5.433722003554239,-0.02586351058991987,0.2242358507128186,-0.03685263216551515
1953-06-01,5.493061443340548,0.05933943978630918,0.1085663805514594,-0.1156694701613592
1953-07-01,5.575949103146316,0.08288765980576773,0.1378697942231204,0.029303413671661005
1953-08-01,5.605802066295997,0.02985296314968089,0.11686434013931102,-0.021005454083809383
1953-09-01,5.468060141135131,-0.13774192516086625,0.12572588917031968,0.008861549031008664
1953-10-01,5.351858133476067,-0.11620200765906397,0.09958470542943676,-0.026141183740882923
1953-11-01,5.19295685089021,-0.15890128258585623,0.04546237407675768,-0.054122331352679076
1953-12-01,5.303304908059076,0.11034805716886531,0.03544674899574751,-0.010015625081010171
1954-01-01,5.318119993844216,0.014815085785140347,0.04000533461369926,0.004558585617951749
1954-02-01,5.236441962829949,-0.08167803101426685,-0.04167269640056759,-0.08167803101426685
1954-03-01,5.459585514144159,0.2231435513142097,-0.004246290881450676,0.03742640551911691
1954-04-01,5.424950017481402,-0.03463549666275689,-0.03463549666275689,-0.030389205781306217
1954-05-01,5.455321115357701,0.03037109787629877,0.021599111803461746,0.05623460846621864
1954-06-01,5.575949103146316,0.12062798778861517,0.08288765980576773,0.06128854800230599
1954-07-01,5.71042701737487,0.1344779142285537,0.1344779142285537,0.051590254422785975
1954-08-01,5.680172609017067,-0.03025440835780291,0.07437054272106991,-0.0601073715074838
1954-09-01,5.556828061699537,-0.12334454731752942,0.08876792056440674,0.014397377843336834
1954-10-01,5.433722003554239,-0.12310605814529829,0.08186387007817242,-0.0069040504862343255
1954-11-01,5.313205979041787,-0.12051602451245191,0.12024912815157673,0.038385258073404316
1954-12-01,5.433722003554239,0.12051602451245191,0.13041709549516334,0.010167967343586604
1955-01-01,5.488937726156686,0.05521572260244678,0.17081773231246977,0.040400636817306435
1955-02-01,5.4510384535657,-0.03789927259098569,0.21459649073575093,0.04377875842328116
1955-03-01,5.58724865840025,0.1362102048345495,0.1276631442560907,-0.08693334647966022
1955-04-01,5.594711379601839,0.007462721201589417,0.16976136212043702,0.04209821786434631
1955-05-01,5.598421958998374,0.003710579396535074,0.14310084364067333,-0.026660518479763695
1955-06-01,5.752572638825633,0.15415067982725894,0.1766235356793171,0.033522692038643775
1955-07-01,5.8971538676367405,0.14458122881110747,0.18672685026187086,0.010103314582553757
1955-08-01,5.849324779946859,-0.047829087689881256,0.1691521709297925,-0.017574679332078347
1955-09-01,5.7430031878094825,-0.1063215921373768,0.18617512610994513,0.01702295518015262
1955-10-01,5.6131281063880705,-0.12987508142141202,0.1794061028338314,-0.006769023276113728
1955-11-01,5.468060141135131,-0.14506796525293986,0.15485416209334346,-0.024551940740487943
1955-12-01,5.627621113690637,0.15956097255550628,0.19389911013639782,0.03904494804305436
1956-01-01,5.648974238161206,0.021353124470569362,0.1600365120045204,-0.03386259813187742
1956-02-01,5.6240175061873385,-0.02495673197386772,0.17297905262163837,0.01294254061711797
1956-03-01,5.75890177387728,0.13488426768994177,0.17165311547703066,-0.001325937144607714
1956-04-01,5.746203190540153,-0.012698583337127367,0.15149181093831388,-0.020161304538716784
1956-05-01,5.762051382780177,0.015848192240023984,0.16362942378180279,0.01213761284348891
1956-06-01,5.924255797414531,0.16220441463435442,0.17168315858889827,0.00805373480709548
1956-07-01,6.023447592961032,0.09919179554650093,0.12629372532429173,-0.04538943326460654
1956-08-01,6.003887067106539,-0.019560525854493527,0.15456228715967946,0.02826856183538773
1956-09-01,5.872117789475416,-0.13176927763112278,0.12911460166593347,-0.025447685493745986
1956-10-01,5.723585101952381,-0.14853268752303528,0.11045699556431021,-0.01865760610162326
1956-11-01,5.602118820879701,-0.12146628107267965,0.13405867974457042,0.023601684180260207
1956-12-01,5.723585101952381,0.12146628107267965,0.0959639882617438,-0.038094691482826626
1957-01-01,5.752572638825633,0.028987536873252395,0.10359840066442683,0.007634412402683033
1957-02-01,5.707110264748875,-0.04546237407675768,0.08309275856153686,-0.020505642102889965
1957-03-01,5.87493073085203,0.16782046610315504,0.11602895697475013,0.03293619841321327
1957-04-01,5.8522024797744745,-0.02272825107755594,0.10599928923432156,-0.010029667740428572
1957-05-01,5.872117789475416,0.019915309700941464,0.11006640669523904,0.00406711746091748
1957-06-01,6.045005314036011,0.1728875245605952,0.12074951662147981,0.010683109926240775
1957-07-01,6.142037405587356,0.09703209155134473,0.11858981262632362,-0.0021597039951561925
1957-08-01,6.1463292576688975,0.004291852081541592,0.14244219056235874,0.02385237793603512
1957-09-01,6.00141487796115,-0.1449143797077479,0.12929708848573362,-0.013145102076625115
1957-10-01,5.849324779946859,-0.1520900980142903,0.1257396779944786,-0.0035574104912550197
1957-11-01,5.720311776607412,-0.12901300333944743,0.11819295572771082,-0.00754672226676778
1957-12-01,5.817111159963204,0.0967993833557923,0.09352605801082348,-0.024666897716887348
1958-01-01,5.828945617610207,0.011834457647002417,0.0763729787845735,-0.01715307922624998
1958-02-01,5.762051382780177,-0.06689423483002965,0.05494111803130153,-0.02143186075327197
1958-03-01,5.891644211825771,0.12959282904559366,0.016713480973740147,-0.03822763705756138
1958-04-01,5.8522024797744745,-0.039441732051296086,0.0,-0.016713480973740147
1958-05-01,5.8944028342648505,0.04220035449037596,0.022285044789434494,0.022285044789434494
1958-06-01,6.075346031088684,0.18094319682383375,0.03034071705267305,0.008055672263238556
1958-07-01,6.19644412779452,0.12109809670583616,0.05440672220716447,0.02406600515449142
1958-08-01,6.224558429275359,0.028114301480838932,0.07822917160646181,0.02382244939929734
1958-09-01,6.00141487796115,-0.2231435513142097,0.0,-0.07822917160646181
1958-10-01,5.883322388488279,-0.11809248947287099,0.03399760854141931,0.03399760854141931
1958-11-01,5.736572297479192,-0.14675009100908643,0.016260520871780315,-0.017737087669638996
1958-12-01,5.820082930352362,0.0835106328731694,0.002971770389157413,-0.013288750482622902
1959-01-01,5.886104031450156,0.06602110109779424,0.05715841383994924,0.05418664345079183
1959-02-01,5.834810737062605,-0.051293294387551036,0.07275935428242786,0.015600940442478617
1959-03-01,6.0063531596017325,0.17154242253912777,0.11470894777596197,0.04194959349353411
1959-04-01,5.981414211254481,-0.024938948347251966,0.1292117314800061,0.01450278370404412
1959-05-01,6.040254711277414,0.058840500022933284,0.1458518770125634,0.016640145532557327
1959-06-01,6.156978985585555,0.11672427430814114,0.0816329544968708,-0.06421892251569261
1959-07-01,6.306275286948015,0.14929630136245997,0.10983115915349462,0.028198204656623815
1959-08-01,6.326149473155099,0.019874186207084144,0.10159104387973983,-0.008240115273754789
1959-09-01,6.137727054086234,-0.18842241906886503,0.1363121761250845,0.03472113224534468
1959-10-01,6.008813185442595,-0.12891386864363952,0.12549079695431598,-0.01082137917076853
1959-11-01,5.891644211825771,-0.11716897361682399,0.1550719143465784,0.029581117392262435
1959-12-01,6.003887067106539,0.11224285528076816,0.18380413675417717,0.028732222407598762
1960-01-01,6.0330862217988015,0.029199154692262752,0.14698219034864568,-0.03682194640553149
1960-02-01,5.968707559985366,-0.06437866181343566,0.13389682292276106,-0.01308536742588462
1960-03-01,6.037870919922137,0.06916335993677158,0.031517760320404875,-0.10237906260235619
1960-04-01,6.133398042996649,0.09552712307451117,0.151983831742168,0.12046607142176313
1960-05-01,6.156978985585555,0.023580942588906417,0.11672427430814114,-0.03525955743402687
1960-06-01,6.282266746896006,0.12528776131045127,0.12528776131045127,0.008563487002310133
1960-07-01,6.432940092739179,0.15067334584317305,0.12666480579116435,0.0013770444807130744
1960-08-01,6.406879986069314,-0.026060106669865135,0.08073051291421507,-0.04593429287694928
1960-09-01,6.230481447578482,-0.1763985384908322,0.0927543934922479,0.01202388057803283
1960-10-01,6.133398042996649,-0.0970834045818334,0.12458485755405402,0.03183046406180612
1960-11-01,5.966146739123692,-0.1672513038729564,0.07450252729792162,-0.0500823302561324
1960-12-01,6.06842558824411,0.10227884912041763,0.06453852113757108,-0.009964006160350536
